# callback_metrics keys:
# PSNR/B100
# PSNR/Set14
# PSNR/Set5
# PSNR/Urban100
# SSIM/B100
# SSIM/Set14
# SSIM/Set5
# SSIM/Urban100
# Val_loss/B100
# Val_loss/B100_epoch
# Val_loss/Set14
# Val_loss/Set14_epoch
# Val_loss/Set5
# Val_loss/Set5_epoch
# Val_loss/Urban100
# Val_loss/Urban100_epoch
     0 | train=nan | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=nan | gnorm=nan | Wμ=nan | Aμ=nan | t_train=nan | t_val=1.72 | mem=248.9 | psnr_set14=28.302, psnr_set5=32.057, psnr_urban100=26.141, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
     3 | train=0.000863 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0003 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.68 | t_val=11.93 | mem=383.9 | psnr_set14=28.296, psnr_set5=32.334, psnr_urban100=26.136, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |  | a_actual_b100=8.904, a_actual_set14=9.044, a_actual_set5=8.896, a_actual_urban100=9.259, a_max_b100=9.680, a_max_set14=9.770, a_max_set5=9.792, a_max_urban100=9.861, a_mean_b100=10.001, a_mean_set14=10.001, a_mean_set5=10.001, a_mean_urban100=10.001, w_actual_b100=10.001, w_actual_set14=10.001, w_actual_set5=10.001, w_actual_urban100=10.001, w_max_b100=10.001, w_max_set14=10.001, w_max_set5=10.001, w_max_urban100=10.001, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     4 | train=0.000823 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.000376 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.91 | mem=383.9 | psnr_set14=28.301, psnr_set5=32.345, psnr_urban100=26.135, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |  | a_actual_b100=8.910, a_actual_set14=9.050, a_actual_set5=8.906, a_actual_urban100=9.265, a_max_b100=9.683, a_max_set14=9.773, a_max_set5=9.795, a_max_urban100=9.863, a_mean_b100=10.002, a_mean_set14=10.002, a_mean_set5=10.002, a_mean_urban100=10.002, w_actual_b100=10.001, w_actual_set14=10.001, w_actual_set5=10.001, w_actual_urban100=10.001, w_max_b100=10.004, w_max_set14=10.004, w_max_set5=10.004, w_max_urban100=10.004, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     5 | train=0.000871 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.000452 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.92 | mem=383.9 | psnr_set14=28.310, psnr_set5=32.345, psnr_urban100=26.131, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |  | a_actual_b100=8.909, a_actual_set14=9.050, a_actual_set5=8.902, a_actual_urban100=9.262, a_max_b100=9.685, a_max_set14=9.773, a_max_set5=9.797, a_max_urban100=9.863, a_mean_b100=10.003, a_mean_set14=10.003, a_mean_set5=10.003, a_mean_urban100=10.003, w_actual_b100=10.002, w_actual_set14=10.002, w_actual_set5=10.002, w_actual_urban100=10.002, w_max_b100=10.004, w_max_set14=10.004, w_max_set5=10.004, w_max_urban100=10.004, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     6 | train=0.001126 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.000528 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.94 | mem=383.9 | psnr_set14=28.294, psnr_set5=32.340, psnr_urban100=26.125, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |  | a_actual_b100=8.921, a_actual_set14=9.064, a_actual_set5=8.912, a_actual_urban100=9.276, a_max_b100=9.688, a_max_set14=9.776, a_max_set5=9.797, a_max_urban100=9.866, a_mean_b100=10.004, a_mean_set14=10.004, a_mean_set5=10.004, a_mean_urban100=10.004, w_actual_b100=10.003, w_actual_set14=10.003, w_actual_set5=10.003, w_actual_urban100=10.003, w_max_b100=10.006, w_max_set14=10.006, w_max_set5=10.006, w_max_urban100=10.006, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     7 | train=0.001104 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.000604 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.59 | t_val=11.94 | mem=383.9 | psnr_set14=28.289, psnr_set5=32.317, psnr_urban100=26.126, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |  | a_actual_b100=8.918, a_actual_set14=9.064, a_actual_set5=8.912, a_actual_urban100=9.279, a_max_b100=9.689, a_max_set14=9.780, a_max_set5=9.803, a_max_urban100=9.869, a_mean_b100=10.005, a_mean_set14=10.005, a_mean_set5=10.005, a_mean_urban100=10.005, w_actual_b100=10.004, w_actual_set14=10.004, w_actual_set5=10.004, w_actual_urban100=10.004, w_max_b100=10.007, w_max_set14=10.007, w_max_set5=10.007, w_max_urban100=10.007, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     8 | train=0.001099 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00068 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.65 | t_val=11.99 | mem=383.9 | psnr_set14=28.308, psnr_set5=32.369, psnr_urban100=26.122, ssim_set14=0.861, ssim_set5=0.915, ssim_urban100=0.963 |  | a_actual_b100=8.918, a_actual_set14=9.062, a_actual_set5=8.910, a_actual_urban100=9.272, a_max_b100=9.688, a_max_set14=9.780, a_max_set5=9.805, a_max_urban100=9.869, a_mean_b100=10.006, a_mean_set14=10.006, a_mean_set5=10.006, a_mean_urban100=10.006, w_actual_b100=10.005, w_actual_set14=10.005, w_actual_set5=10.005, w_actual_urban100=10.005, w_max_b100=10.013, w_max_set14=10.013, w_max_set5=10.013, w_max_urban100=10.013, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
     9 | train=0.001229 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.000756 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.62 | t_val=11.97 | mem=383.9 | psnr_set14=28.287, psnr_set5=32.339, psnr_urban100=26.129, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |  | a_actual_b100=8.914, a_actual_set14=9.064, a_actual_set5=8.908, a_actual_urban100=9.269, a_max_b100=9.690, a_max_set14=9.780, a_max_set5=9.803, a_max_urban100=9.871, a_mean_b100=10.008, a_mean_set14=10.008, a_mean_set5=10.008, a_mean_urban100=10.008, w_actual_b100=10.005, w_actual_set14=10.005, w_actual_set5=10.005, w_actual_urban100=10.005, w_max_b100=10.011, w_max_set14=10.011, w_max_set5=10.011, w_max_urban100=10.011, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    10 | train=0.001127 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.000832 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.60 | t_val=11.95 | mem=383.9 | psnr_set14=28.288, psnr_set5=32.310, psnr_urban100=26.104, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.928, a_actual_set14=9.066, a_actual_set5=8.924, a_actual_urban100=9.279, a_max_b100=9.695, a_max_set14=9.783, a_max_set5=9.810, a_max_urban100=9.876, a_mean_b100=10.009, a_mean_set14=10.009, a_mean_set5=10.009, a_mean_urban100=10.009, w_actual_b100=10.006, w_actual_set14=10.006, w_actual_set5=10.006, w_actual_urban100=10.006, w_max_b100=10.015, w_max_set14=10.015, w_max_set5=10.015, w_max_urban100=10.015, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    11 | train=0.001723 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.000908 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.94 | mem=383.9 | psnr_set14=28.295, psnr_set5=32.334, psnr_urban100=26.123, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |  | a_actual_b100=8.926, a_actual_set14=9.063, a_actual_set5=8.921, a_actual_urban100=9.281, a_max_b100=9.695, a_max_set14=9.784, a_max_set5=9.807, a_max_urban100=9.875, a_mean_b100=10.011, a_mean_set14=10.011, a_mean_set5=10.011, a_mean_urban100=10.011, w_actual_b100=10.007, w_actual_set14=10.007, w_actual_set5=10.007, w_actual_urban100=10.007, w_max_b100=10.015, w_max_set14=10.015, w_max_set5=10.015, w_max_urban100=10.015, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    12 | train=0.002047 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.000984 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.59 | t_val=11.94 | mem=383.9 | psnr_set14=28.280, psnr_set5=32.326, psnr_urban100=26.107, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |  | a_actual_b100=8.949, a_actual_set14=9.092, a_actual_set5=8.945, a_actual_urban100=9.301, a_max_b100=9.703, a_max_set14=9.798, a_max_set5=9.816, a_max_urban100=9.890, a_mean_b100=10.013, a_mean_set14=10.013, a_mean_set5=10.013, a_mean_urban100=10.013, w_actual_b100=10.008, w_actual_set14=10.008, w_actual_set5=10.008, w_actual_urban100=10.008, w_max_b100=10.018, w_max_set14=10.018, w_max_set5=10.018, w_max_urban100=10.018, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    13 | train=0.001868 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00106 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.92 | mem=383.9 | psnr_set14=28.295, psnr_set5=32.347, psnr_urban100=26.099, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.959, a_actual_set14=9.102, a_actual_set5=8.949, a_actual_urban100=9.317, a_max_b100=9.709, a_max_set14=9.804, a_max_set5=9.821, a_max_urban100=9.895, a_mean_b100=10.015, a_mean_set14=10.015, a_mean_set5=10.015, a_mean_urban100=10.015, w_actual_b100=10.010, w_actual_set14=10.010, w_actual_set5=10.010, w_actual_urban100=10.010, w_max_b100=10.018, w_max_set14=10.018, w_max_set5=10.018, w_max_urban100=10.018, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    14 | train=0.001838 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.001136 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.66 | t_val=12.01 | mem=383.9 | psnr_set14=28.297, psnr_set5=32.348, psnr_urban100=26.095, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |  | a_actual_b100=8.962, a_actual_set14=9.102, a_actual_set5=8.939, a_actual_urban100=9.323, a_max_b100=9.705, a_max_set14=9.816, a_max_set5=9.820, a_max_urban100=9.899, a_mean_b100=10.017, a_mean_set14=10.017, a_mean_set5=10.017, a_mean_urban100=10.017, w_actual_b100=10.011, w_actual_set14=10.011, w_actual_set5=10.011, w_actual_urban100=10.011, w_max_b100=10.022, w_max_set14=10.022, w_max_set5=10.022, w_max_urban100=10.022, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    15 | train=0.002330 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.001212 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.92 | mem=383.9 | psnr_set14=28.287, psnr_set5=32.316, psnr_urban100=26.082, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.942, a_actual_set14=9.093, a_actual_set5=8.950, a_actual_urban100=9.305, a_max_b100=9.709, a_max_set14=9.809, a_max_set5=9.824, a_max_urban100=9.895, a_mean_b100=10.020, a_mean_set14=10.020, a_mean_set5=10.020, a_mean_urban100=10.020, w_actual_b100=10.011, w_actual_set14=10.011, w_actual_set5=10.011, w_actual_urban100=10.011, w_max_b100=10.025, w_max_set14=10.025, w_max_set5=10.025, w_max_urban100=10.025, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    16 | train=0.001828 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.001288 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.62 | t_val=11.96 | mem=383.9 | psnr_set14=28.287, psnr_set5=32.325, psnr_urban100=26.067, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.948, a_actual_set14=9.081, a_actual_set5=8.942, a_actual_urban100=9.302, a_max_b100=9.717, a_max_set14=9.811, a_max_set5=9.831, a_max_urban100=9.904, a_mean_b100=10.021, a_mean_set14=10.021, a_mean_set5=10.021, a_mean_urban100=10.021, w_actual_b100=10.013, w_actual_set14=10.013, w_actual_set5=10.013, w_actual_urban100=10.013, w_max_b100=10.029, w_max_set14=10.029, w_max_set5=10.029, w_max_urban100=10.029, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    17 | train=0.002354 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.001364 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.62 | t_val=11.97 | mem=383.9 | psnr_set14=28.284, psnr_set5=32.326, psnr_urban100=26.071, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.935, a_actual_set14=9.088, a_actual_set5=8.937, a_actual_urban100=9.303, a_max_b100=9.715, a_max_set14=9.821, a_max_set5=9.833, a_max_urban100=9.905, a_mean_b100=10.023, a_mean_set14=10.023, a_mean_set5=10.023, a_mean_urban100=10.023, w_actual_b100=10.015, w_actual_set14=10.015, w_actual_set5=10.015, w_actual_urban100=10.015, w_max_b100=10.029, w_max_set14=10.029, w_max_set5=10.029, w_max_urban100=10.029, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    18 | train=0.002268 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00144 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.59 | t_val=11.93 | mem=383.9 | psnr_set14=28.263, psnr_set5=32.322, psnr_urban100=26.065, ssim_set14=0.860, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.946, a_actual_set14=9.094, a_actual_set5=8.942, a_actual_urban100=9.317, a_max_b100=9.726, a_max_set14=9.823, a_max_set5=9.842, a_max_urban100=9.908, a_mean_b100=10.025, a_mean_set14=10.025, a_mean_set5=10.025, a_mean_urban100=10.025, w_actual_b100=10.017, w_actual_set14=10.017, w_actual_set5=10.017, w_actual_urban100=10.017, w_max_b100=10.031, w_max_set14=10.031, w_max_set5=10.031, w_max_urban100=10.031, w_mean_b100=9.979, w_mean_set14=9.979, w_mean_set5=9.979, w_mean_urban100=9.979
    19 | train=0.002490 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.001516 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.59 | t_val=11.95 | mem=383.9 | psnr_set14=28.228, psnr_set5=32.218, psnr_urban100=25.976, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.962 |  | a_actual_b100=8.949, a_actual_set14=9.094, a_actual_set5=8.942, a_actual_urban100=9.316, a_max_b100=9.724, a_max_set14=9.821, a_max_set5=9.845, a_max_urban100=9.915, a_mean_b100=10.027, a_mean_set14=10.027, a_mean_set5=10.027, a_mean_urban100=10.027, w_actual_b100=10.019, w_actual_set14=10.019, w_actual_set5=10.019, w_actual_urban100=10.019, w_max_b100=10.035, w_max_set14=10.035, w_max_set5=10.035, w_max_urban100=10.035, w_mean_b100=9.979, w_mean_set14=9.979, w_mean_set5=9.979, w_mean_urban100=9.979
    20 | train=0.002183 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.001592 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.92 | mem=383.9 | psnr_set14=28.263, psnr_set5=32.311, psnr_urban100=26.026, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.964, a_actual_set14=9.107, a_actual_set5=8.963, a_actual_urban100=9.327, a_max_b100=9.732, a_max_set14=9.834, a_max_set5=9.849, a_max_urban100=9.913, a_mean_b100=10.029, a_mean_set14=10.029, a_mean_set5=10.029, a_mean_urban100=10.029, w_actual_b100=10.021, w_actual_set14=10.021, w_actual_set5=10.021, w_actual_urban100=10.021, w_max_b100=10.040, w_max_set14=10.040, w_max_set5=10.040, w_max_urban100=10.040, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    21 | train=0.002254 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.001668 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.92 | mem=383.9 | psnr_set14=28.246, psnr_set5=32.305, psnr_urban100=26.038, ssim_set14=0.860, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.976, a_actual_set14=9.105, a_actual_set5=8.965, a_actual_urban100=9.335, a_max_b100=9.740, a_max_set14=9.833, a_max_set5=9.857, a_max_urban100=9.929, a_mean_b100=10.031, a_mean_set14=10.031, a_mean_set5=10.031, a_mean_urban100=10.031, w_actual_b100=10.022, w_actual_set14=10.022, w_actual_set5=10.022, w_actual_urban100=10.022, w_max_b100=10.043, w_max_set14=10.043, w_max_set5=10.043, w_max_urban100=10.043, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    22 | train=0.002689 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.001744 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.69 | t_val=11.94 | mem=383.9 | psnr_set14=28.228, psnr_set5=32.249, psnr_urban100=25.967, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.961 |  | a_actual_b100=8.960, a_actual_set14=9.085, a_actual_set5=8.962, a_actual_urban100=9.317, a_max_b100=9.736, a_max_set14=9.839, a_max_set5=9.868, a_max_urban100=9.929, a_mean_b100=10.033, a_mean_set14=10.033, a_mean_set5=10.033, a_mean_urban100=10.033, w_actual_b100=10.023, w_actual_set14=10.023, w_actual_set5=10.023, w_actual_urban100=10.023, w_max_b100=10.046, w_max_set14=10.046, w_max_set5=10.046, w_max_urban100=10.046, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    23 | train=0.002290 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00182 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.93 | mem=383.9 | psnr_set14=28.230, psnr_set5=32.283, psnr_urban100=26.009, ssim_set14=0.860, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.984, a_actual_set14=9.109, a_actual_set5=8.986, a_actual_urban100=9.325, a_max_b100=9.751, a_max_set14=9.846, a_max_set5=9.869, a_max_urban100=9.936, a_mean_b100=10.036, a_mean_set14=10.036, a_mean_set5=10.036, a_mean_urban100=10.036, w_actual_b100=10.024, w_actual_set14=10.024, w_actual_set5=10.024, w_actual_urban100=10.024, w_max_b100=10.050, w_max_set14=10.050, w_max_set5=10.050, w_max_urban100=10.050, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    24 | train=0.003253 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.001896 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.59 | t_val=11.94 | mem=383.9 | psnr_set14=28.160, psnr_set5=32.178, psnr_urban100=25.964, ssim_set14=0.859, ssim_set5=0.912, ssim_urban100=0.961 |  | a_actual_b100=8.936, a_actual_set14=9.090, a_actual_set5=8.955, a_actual_urban100=9.304, a_max_b100=9.746, a_max_set14=9.856, a_max_set5=9.897, a_max_urban100=9.935, a_mean_b100=10.038, a_mean_set14=10.038, a_mean_set5=10.038, a_mean_urban100=10.038, w_actual_b100=10.026, w_actual_set14=10.026, w_actual_set5=10.026, w_actual_urban100=10.026, w_max_b100=10.053, w_max_set14=10.053, w_max_set5=10.053, w_max_urban100=10.053, w_mean_b100=9.979, w_mean_set14=9.979, w_mean_set5=9.979, w_mean_urban100=9.979
