# callback_metrics keys:
# PSNR/B100
# PSNR/Set14
# PSNR/Set5
# PSNR/Urban100
# SSIM/B100
# SSIM/Set14
# SSIM/Set5
# SSIM/Urban100
# Val_loss/B100
# Val_loss/B100_epoch
# Val_loss/Set14
# Val_loss/Set14_epoch
# Val_loss/Set5
# Val_loss/Set5_epoch
# Val_loss/Urban100
# Val_loss/Urban100_epoch
     0 | train=nan | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=nan | gnorm=nan | Wμ=nan | Aμ=nan | t_train=nan | t_val=1.71 | mem=248.9 | psnr_set14=28.302, psnr_set5=32.057, psnr_urban100=26.141, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
     3 | train=0.001128 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0015 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.66 | t_val=11.90 | mem=383.9 | psnr_set14=28.277, psnr_set5=32.295, psnr_urban100=26.073, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.937, a_actual_set14=9.074, a_actual_set5=8.926, a_actual_urban100=9.288, a_max_b100=9.690, a_max_set14=9.779, a_max_set5=9.800, a_max_urban100=9.876, a_mean_b100=10.004, a_mean_set14=10.004, a_mean_set5=10.004, a_mean_urban100=10.004, w_actual_b100=10.003, w_actual_set14=10.003, w_actual_set5=10.003, w_actual_urban100=10.003, w_max_b100=10.007, w_max_set14=10.007, w_max_set5=10.007, w_max_urban100=10.007, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     4 | train=0.001878 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00188 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.92 | mem=383.9 | psnr_set14=28.281, psnr_set5=32.291, psnr_urban100=26.069, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.916, a_actual_set14=9.068, a_actual_set5=8.914, a_actual_urban100=9.284, a_max_b100=9.691, a_max_set14=9.781, a_max_set5=9.821, a_max_urban100=9.880, a_mean_b100=10.006, a_mean_set14=10.006, a_mean_set5=10.006, a_mean_urban100=10.006, w_actual_b100=10.006, w_actual_set14=10.006, w_actual_set5=10.006, w_actual_urban100=10.006, w_max_b100=10.008, w_max_set14=10.008, w_max_set5=10.008, w_max_urban100=10.008, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     5 | train=0.001763 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00226 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.94 | mem=383.9 | psnr_set14=28.266, psnr_set5=32.329, psnr_urban100=26.073, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.939, a_actual_set14=9.083, a_actual_set5=8.919, a_actual_urban100=9.305, a_max_b100=9.696, a_max_set14=9.790, a_max_set5=9.815, a_max_urban100=9.886, a_mean_b100=10.008, a_mean_set14=10.008, a_mean_set5=10.008, a_mean_urban100=10.008, w_actual_b100=10.007, w_actual_set14=10.007, w_actual_set5=10.007, w_actual_urban100=10.007, w_max_b100=10.013, w_max_set14=10.013, w_max_set5=10.013, w_max_urban100=10.013, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     6 | train=0.003015 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00264 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.55 | t_val=11.90 | mem=383.9 | psnr_set14=28.216, psnr_set5=32.209, psnr_urban100=25.977, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.962 |  | a_actual_b100=8.987, a_actual_set14=9.124, a_actual_set5=8.972, a_actual_urban100=9.347, a_max_b100=9.708, a_max_set14=9.815, a_max_set5=9.832, a_max_urban100=9.900, a_mean_b100=10.010, a_mean_set14=10.010, a_mean_set5=10.010, a_mean_urban100=10.010, w_actual_b100=10.011, w_actual_set14=10.011, w_actual_set5=10.011, w_actual_urban100=10.011, w_max_b100=10.032, w_max_set14=10.032, w_max_set5=10.032, w_max_urban100=10.032, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
     7 | train=0.002882 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00302 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.64 | t_val=11.98 | mem=383.9 | psnr_set14=28.265, psnr_set5=32.310, psnr_urban100=26.046, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.962 |  | a_actual_b100=8.935, a_actual_set14=9.075, a_actual_set5=8.936, a_actual_urban100=9.285, a_max_b100=9.713, a_max_set14=9.813, a_max_set5=9.814, a_max_urban100=9.877, a_mean_b100=10.013, a_mean_set14=10.013, a_mean_set5=10.013, a_mean_urban100=10.013, w_actual_b100=10.015, w_actual_set14=10.015, w_actual_set5=10.015, w_actual_urban100=10.015, w_max_b100=10.039, w_max_set14=10.039, w_max_set5=10.039, w_max_urban100=10.039, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
     8 | train=0.002976 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0034 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.92 | mem=383.9 | psnr_set14=28.245, psnr_set5=32.228, psnr_urban100=25.998, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.961 |  | a_actual_b100=8.936, a_actual_set14=9.077, a_actual_set5=8.942, a_actual_urban100=9.301, a_max_b100=9.705, a_max_set14=9.802, a_max_set5=9.837, a_max_urban100=9.894, a_mean_b100=10.016, a_mean_set14=10.016, a_mean_set5=10.016, a_mean_urban100=10.016, w_actual_b100=10.018, w_actual_set14=10.018, w_actual_set5=10.018, w_actual_urban100=10.018, w_max_b100=10.050, w_max_set14=10.050, w_max_set5=10.050, w_max_urban100=10.050, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
     9 | train=0.003855 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00378 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.94 | mem=383.9 | psnr_set14=28.183, psnr_set5=32.221, psnr_urban100=25.956, ssim_set14=0.859, ssim_set5=0.912, ssim_urban100=0.961 |  | a_actual_b100=8.900, a_actual_set14=9.071, a_actual_set5=8.894, a_actual_urban100=9.287, a_max_b100=9.705, a_max_set14=9.817, a_max_set5=9.830, a_max_urban100=9.896, a_mean_b100=10.019, a_mean_set14=10.019, a_mean_set5=10.019, a_mean_urban100=10.019, w_actual_b100=10.021, w_actual_set14=10.021, w_actual_set5=10.021, w_actual_urban100=10.021, w_max_b100=10.058, w_max_set14=10.058, w_max_set5=10.058, w_max_urban100=10.058, w_mean_b100=9.979, w_mean_set14=9.979, w_mean_set5=9.979, w_mean_urban100=9.979
    10 | train=0.003208 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00416 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.62 | t_val=11.96 | mem=383.9 | psnr_set14=28.144, psnr_set5=32.167, psnr_urban100=25.911, ssim_set14=0.858, ssim_set5=0.911, ssim_urban100=0.961 |  | a_actual_b100=8.915, a_actual_set14=9.094, a_actual_set5=8.948, a_actual_urban100=9.299, a_max_b100=9.728, a_max_set14=9.825, a_max_set5=9.831, a_max_urban100=9.900, a_mean_b100=10.022, a_mean_set14=10.022, a_mean_set5=10.022, a_mean_urban100=10.022, w_actual_b100=10.025, w_actual_set14=10.025, w_actual_set5=10.025, w_actual_urban100=10.025, w_max_b100=10.054, w_max_set14=10.054, w_max_set5=10.054, w_max_urban100=10.054, w_mean_b100=9.979, w_mean_set14=9.979, w_mean_set5=9.979, w_mean_urban100=9.979
    11 | train=0.004431 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00454 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.60 | t_val=11.94 | mem=383.9 | psnr_set14=28.209, psnr_set5=32.153, psnr_urban100=25.920, ssim_set14=0.859, ssim_set5=0.912, ssim_urban100=0.961 |  | a_actual_b100=8.959, a_actual_set14=9.113, a_actual_set5=8.972, a_actual_urban100=9.338, a_max_b100=9.728, a_max_set14=9.835, a_max_set5=9.838, a_max_urban100=9.922, a_mean_b100=10.025, a_mean_set14=10.025, a_mean_set5=10.025, a_mean_urban100=10.025, w_actual_b100=10.030, w_actual_set14=10.030, w_actual_set5=10.030, w_actual_urban100=10.030, w_max_b100=10.110, w_max_set14=10.110, w_max_set5=10.110, w_max_urban100=10.110, w_mean_b100=9.980, w_mean_set14=9.980, w_mean_set5=9.980, w_mean_urban100=9.980
    12 | train=0.004856 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00492 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.55 | t_val=11.90 | mem=383.9 | psnr_set14=28.171, psnr_set5=32.176, psnr_urban100=25.868, ssim_set14=0.858, ssim_set5=0.912, ssim_urban100=0.960 |  | a_actual_b100=8.919, a_actual_set14=9.068, a_actual_set5=8.951, a_actual_urban100=9.293, a_max_b100=9.732, a_max_set14=9.819, a_max_set5=9.854, a_max_urban100=9.917, a_mean_b100=10.030, a_mean_set14=10.030, a_mean_set5=10.030, a_mean_urban100=10.030, w_actual_b100=10.034, w_actual_set14=10.034, w_actual_set5=10.034, w_actual_urban100=10.034, w_max_b100=10.114, w_max_set14=10.114, w_max_set5=10.114, w_max_urban100=10.114, w_mean_b100=9.980, w_mean_set14=9.980, w_mean_set5=9.980, w_mean_urban100=9.980
    13 | train=0.003779 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0053 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.92 | mem=383.9 | psnr_set14=28.132, psnr_set5=32.061, psnr_urban100=25.769, ssim_set14=0.858, ssim_set5=0.910, ssim_urban100=0.960 |  | a_actual_b100=8.944, a_actual_set14=9.107, a_actual_set5=8.988, a_actual_urban100=9.304, a_max_b100=9.739, a_max_set14=9.835, a_max_set5=9.869, a_max_urban100=9.926, a_mean_b100=10.034, a_mean_set14=10.034, a_mean_set5=10.034, a_mean_urban100=10.034, w_actual_b100=10.038, w_actual_set14=10.038, w_actual_set5=10.038, w_actual_urban100=10.038, w_max_b100=10.101, w_max_set14=10.101, w_max_set5=10.101, w_max_urban100=10.101, w_mean_b100=9.980, w_mean_set14=9.980, w_mean_set5=9.980, w_mean_urban100=9.980
    14 | train=0.004145 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00568 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.92 | mem=383.9 | psnr_set14=28.120, psnr_set5=32.210, psnr_urban100=25.898, ssim_set14=0.859, ssim_set5=0.912, ssim_urban100=0.961 |  | a_actual_b100=8.922, a_actual_set14=9.076, a_actual_set5=8.948, a_actual_urban100=9.295, a_max_b100=9.737, a_max_set14=9.846, a_max_set5=9.896, a_max_urban100=9.928, a_mean_b100=10.037, a_mean_set14=10.037, a_mean_set5=10.037, a_mean_urban100=10.037, w_actual_b100=10.042, w_actual_set14=10.042, w_actual_set5=10.042, w_actual_urban100=10.042, w_max_b100=10.106, w_max_set14=10.106, w_max_set5=10.106, w_max_urban100=10.106, w_mean_b100=9.980, w_mean_set14=9.980, w_mean_set5=9.980, w_mean_urban100=9.980
    15 | train=0.005751 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00606 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.55 | t_val=11.91 | mem=383.9 | psnr_set14=28.080, psnr_set5=31.990, psnr_urban100=25.731, ssim_set14=0.856, ssim_set5=0.908, ssim_urban100=0.958 |  | a_actual_b100=8.910, a_actual_set14=9.057, a_actual_set5=8.920, a_actual_urban100=9.286, a_max_b100=9.739, a_max_set14=9.854, a_max_set5=9.887, a_max_urban100=9.938, a_mean_b100=10.042, a_mean_set14=10.042, a_mean_set5=10.042, a_mean_urban100=10.042, w_actual_b100=10.045, w_actual_set14=10.045, w_actual_set5=10.045, w_actual_urban100=10.045, w_max_b100=10.114, w_max_set14=10.114, w_max_set5=10.114, w_max_urban100=10.114, w_mean_b100=9.981, w_mean_set14=9.981, w_mean_set5=9.981, w_mean_urban100=9.981
    16 | train=0.008383 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00644 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.56 | t_val=11.91 | mem=383.9 | psnr_set14=28.037, psnr_set5=32.010, psnr_urban100=25.639, ssim_set14=0.855, ssim_set5=0.909, ssim_urban100=0.958 |  | a_actual_b100=8.900, a_actual_set14=9.073, a_actual_set5=8.909, a_actual_urban100=9.279, a_max_b100=9.756, a_max_set14=9.893, a_max_set5=9.887, a_max_urban100=9.945, a_mean_b100=10.047, a_mean_set14=10.047, a_mean_set5=10.047, a_mean_urban100=10.047, w_actual_b100=10.056, w_actual_set14=10.056, w_actual_set5=10.056, w_actual_urban100=10.056, w_max_b100=10.136, w_max_set14=10.136, w_max_set5=10.136, w_max_urban100=10.136, w_mean_b100=9.982, w_mean_set14=9.982, w_mean_set5=9.982, w_mean_urban100=9.982
    17 | train=0.007095 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00682 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.54 | t_val=11.89 | mem=383.9 | psnr_set14=28.020, psnr_set5=31.993, psnr_urban100=25.672, ssim_set14=0.855, ssim_set5=0.907, ssim_urban100=0.958 |  | a_actual_b100=8.888, a_actual_set14=9.067, a_actual_set5=8.919, a_actual_urban100=9.286, a_max_b100=9.758, a_max_set14=9.866, a_max_set5=9.898, a_max_urban100=9.945, a_mean_b100=10.051, a_mean_set14=10.051, a_mean_set5=10.051, a_mean_urban100=10.051, w_actual_b100=10.061, w_actual_set14=10.061, w_actual_set5=10.061, w_actual_urban100=10.061, w_max_b100=10.146, w_max_set14=10.146, w_max_set5=10.146, w_max_urban100=10.146, w_mean_b100=9.983, w_mean_set14=9.983, w_mean_set5=9.983, w_mean_urban100=9.983
    18 | train=0.007361 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0072 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.59 | t_val=11.94 | mem=383.9 | psnr_set14=27.808, psnr_set5=31.705, psnr_urban100=25.450, ssim_set14=0.851, ssim_set5=0.901, ssim_urban100=0.957 |  | a_actual_b100=8.937, a_actual_set14=9.117, a_actual_set5=8.978, a_actual_urban100=9.350, a_max_b100=9.765, a_max_set14=9.891, a_max_set5=9.953, a_max_urban100=9.979, a_mean_b100=10.056, a_mean_set14=10.056, a_mean_set5=10.056, a_mean_urban100=10.056, w_actual_b100=10.065, w_actual_set14=10.065, w_actual_set5=10.065, w_actual_urban100=10.065, w_max_b100=10.136, w_max_set14=10.136, w_max_set5=10.136, w_max_urban100=10.136, w_mean_b100=9.983, w_mean_set14=9.983, w_mean_set5=9.983, w_mean_urban100=9.983
    19 | train=0.009989 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00758 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.61 | t_val=11.96 | mem=383.9 | psnr_set14=27.883, psnr_set5=31.648, psnr_urban100=25.504, ssim_set14=0.853, ssim_set5=0.900, ssim_urban100=0.957 |  | a_actual_b100=8.895, a_actual_set14=9.109, a_actual_set5=8.923, a_actual_urban100=9.362, a_max_b100=9.760, a_max_set14=9.917, a_max_set5=9.886, a_max_urban100=9.983, a_mean_b100=10.059, a_mean_set14=10.059, a_mean_set5=10.059, a_mean_urban100=10.059, w_actual_b100=10.076, w_actual_set14=10.076, w_actual_set5=10.076, w_actual_urban100=10.076, w_max_b100=10.189, w_max_set14=10.189, w_max_set5=10.189, w_max_urban100=10.189, w_mean_b100=9.985, w_mean_set14=9.985, w_mean_set5=9.985, w_mean_urban100=9.985
    20 | train=0.011517 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00796 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.63 | t_val=11.99 | mem=383.9 | psnr_set14=26.926, psnr_set5=29.956, psnr_urban100=24.736, ssim_set14=0.819, ssim_set5=0.858, ssim_urban100=0.950 |  | a_actual_b100=8.850, a_actual_set14=9.095, a_actual_set5=8.902, a_actual_urban100=9.317, a_max_b100=9.779, a_max_set14=9.979, a_max_set5=9.912, a_max_urban100=9.991, a_mean_b100=10.062, a_mean_set14=10.062, a_mean_set5=10.062, a_mean_urban100=10.062, w_actual_b100=10.082, w_actual_set14=10.082, w_actual_set5=10.082, w_actual_urban100=10.082, w_max_b100=10.203, w_max_set14=10.203, w_max_set5=10.203, w_max_urban100=10.203, w_mean_b100=9.989, w_mean_set14=9.989, w_mean_set5=9.989, w_mean_urban100=9.989
    21 | train=0.014064 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00834 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.92 | mem=383.9 | psnr_set14=27.382, psnr_set5=30.770, psnr_urban100=24.976, ssim_set14=0.841, ssim_set5=0.885, ssim_urban100=0.952 |  | a_actual_b100=8.863, a_actual_set14=9.071, a_actual_set5=8.906, a_actual_urban100=9.299, a_max_b100=9.760, a_max_set14=9.905, a_max_set5=9.885, a_max_urban100=9.990, a_mean_b100=10.062, a_mean_set14=10.062, a_mean_set5=10.062, a_mean_urban100=10.062, w_actual_b100=10.097, w_actual_set14=10.097, w_actual_set5=10.097, w_actual_urban100=10.097, w_max_b100=10.231, w_max_set14=10.231, w_max_set5=10.231, w_max_urban100=10.231, w_mean_b100=9.991, w_mean_set14=9.991, w_mean_set5=9.991, w_mean_urban100=9.991
    22 | train=0.009837 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00872 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.70 | t_val=11.93 | mem=383.9 | psnr_set14=27.789, psnr_set5=31.640, psnr_urban100=25.327, ssim_set14=0.850, ssim_set5=0.899, ssim_urban100=0.956 |  | a_actual_b100=8.865, a_actual_set14=9.061, a_actual_set5=8.877, a_actual_urban100=9.295, a_max_b100=9.767, a_max_set14=9.907, a_max_set5=9.912, a_max_urban100=9.976, a_mean_b100=10.064, a_mean_set14=10.064, a_mean_set5=10.064, a_mean_urban100=10.064, w_actual_b100=10.116, w_actual_set14=10.116, w_actual_set5=10.116, w_actual_urban100=10.116, w_max_b100=10.377, w_max_set14=10.377, w_max_set5=10.377, w_max_urban100=10.377, w_mean_b100=9.993, w_mean_set14=9.993, w_mean_set5=9.993, w_mean_urban100=9.993
    23 | train=0.009968 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0091 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.91 | mem=383.9 | psnr_set14=27.704, psnr_set5=31.511, psnr_urban100=25.264, ssim_set14=0.848, ssim_set5=0.896, ssim_urban100=0.954 |  | a_actual_b100=8.855, a_actual_set14=9.033, a_actual_set5=8.876, a_actual_urban100=9.263, a_max_b100=9.762, a_max_set14=9.908, a_max_set5=9.919, a_max_urban100=9.973, a_mean_b100=10.065, a_mean_set14=10.065, a_mean_set5=10.065, a_mean_urban100=10.065, w_actual_b100=10.120, w_actual_set14=10.120, w_actual_set5=10.120, w_actual_urban100=10.120, w_max_b100=10.499, w_max_set14=10.499, w_max_set5=10.499, w_max_urban100=10.499, w_mean_b100=9.994, w_mean_set14=9.994, w_mean_set5=9.994, w_mean_urban100=9.994
    24 | train=0.010143 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00948 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.60 | t_val=11.95 | mem=383.9 | psnr_set14=27.872, psnr_set5=31.855, psnr_urban100=25.452, ssim_set14=0.852, ssim_set5=0.904, ssim_urban100=0.956 |  | a_actual_b100=8.829, a_actual_set14=9.005, a_actual_set5=8.860, a_actual_urban100=9.245, a_max_b100=9.763, a_max_set14=9.900, a_max_set5=9.935, a_max_urban100=9.983, a_mean_b100=10.071, a_mean_set14=10.071, a_mean_set5=10.071, a_mean_urban100=10.071, w_actual_b100=10.125, w_actual_set14=10.125, w_actual_set5=10.125, w_actual_urban100=10.125, w_max_b100=10.524, w_max_set14=10.524, w_max_set5=10.524, w_max_urban100=10.524, w_mean_b100=9.996, w_mean_set14=9.996, w_mean_set5=9.996, w_mean_urban100=9.996
